timestamp,value
1/1/2021 0:20,28
1/1/2021 0:20,75
1/1/2021 0:20,1
1/1/2021 0:20,35
1/1/2021 0:20,68
1/1/2021 0:20,10
1/1/2021 0:20,73
1/1/2021 0:20,37
1/1/2021 0:20,71
1/1/2021 0:20,22
1/1/2021 0:20,46
1/1/2021 0:20,89
1/1/2021 0:20,12
1/1/2021 0:20,61
1/1/2021 0:20,96
1/1/2021 0:20,42
1/1/2021 0:20,99
1/1/2021 0:20,8
1/1/2021 0:20,40
1/1/2021 0:20,10
1/1/2021 0:20,89
1/1/2021 0:20,86
1/1/2021 0:20,56
1/1/2021 0:20,0
1/1/2021 0:21,53
1/1/2021 0:21,54
1/1/2021 0:21,20
1/1/2021 0:21,51
1/1/2021 0:21,25
1/1/2021 0:21,34
1/1/2021 0:21,62
1/1/2021 0:21,24
1/1/2021 0:21,89
1/1/2021 0:21,74
1/1/2021 0:21,6
1/1/2021 0:21,81
1/1/2021 0:21,90
1/1/2021 0:21,58
1/1/2021 0:21,50
1/1/2021 0:21,53
1/1/2021 0:21,23
1/1/2021 0:21,51
1/1/2021 0:21,69
1/1/2021 0:21,87
1/1/2021 0:21,32
1/1/2021 0:21,48
1/1/2021 0:21,62
1/1/2021 0:21,25
1/1/2021 0:21,48
1/1/2021 0:21,83
1/1/2021 0:21,48
1/1/2021 0:21,85
1/1/2021 0:21,60
1/1/2021 0:21,48
1/1/2021 0:21,0
1/1/2021 0:21,95
1/1/2021 0:21,12
1/1/2021 0:22,50
1/1/2021 0:22,55
1/1/2021 0:22,61
1/1/2021 0:22,31
1/1/2021 0:22,29
1/1/2021 0:22,44
1/1/2021 0:22,92
1/1/2021 0:22,39
1/1/2021 0:22,65
1/1/2021 0:22,37
1/1/2021 0:22,3
1/1/2021 0:22,7
1/1/2021 0:22,28
1/1/2021 0:22,2
1/1/2021 0:22,96
1/1/2021 0:22,31
1/1/2021 0:22,49
1/1/2021 0:22,92
1/1/2021 0:22,64
1/1/2021 0:22,66
1/1/2021 0:22,86
1/1/2021 0:22,58
1/1/2021 0:22,71
1/1/2021 0:22,53
1/1/2021 0:22,91
1/1/2021 0:23,34
1/1/2021 0:23,77
1/1/2021 0:23,45
1/1/2021 0:23,15
1/1/2021 0:23,36
1/1/2021 0:23,53
1/1/2021 0:23,84
1/1/2021 0:23,94
1/1/2021 0:23,54
1/1/2021 0:23,6
1/1/2021 0:23,73
1/1/2021 0:23,22
1/1/2021 0:23,18
1/1/2021 0:23,35
1/1/2021 0:23,59
1/1/2021 0:23,46
1/1/2021 0:23,10
1/1/2021 0:23,1
1/1/2021 0:23,11
1/1/2021 0:23,19
1/1/2021 0:23,4
1/1/2021 0:23,37
1/1/2021 0:23,93
1/1/2021 0:23,8
1/1/2021 0:23,97
1/1/2021 0:23,43
1/1/2021 0:23,98
1/1/2021 0:23,80
1/1/2021 0:23,29
1/1/2021 0:23,58
1/1/2021 0:23,86
1/1/2021 0:23,80
1/1/2021 0:23,13
1/1/2021 0:24,65
1/1/2021 0:24,24
1/1/2021 0:24,72
1/1/2021 0:24,21
1/1/2021 0:24,3
1/1/2021 0:24,57
1/1/2021 0:24,28
1/1/2021 0:24,97
1/1/2021 0:24,86
1/1/2021 0:24,74
1/1/2021 0:24,69
1/1/2021 0:24,41
1/1/2021 0:24,99
1/1/2021 0:24,40
1/1/2021 0:24,24
1/1/2021 0:24,75
1/1/2021 0:24,86
1/1/2021 0:24,84
1/1/2021 0:24,56
1/1/2021 0:24,30
1/1/2021 0:24,90
1/1/2021 0:24,70
1/1/2021 0:24,9
1/1/2021 0:24,16
1/1/2021 0:24,84
1/1/2021 0:24,91
1/1/2021 0:24,61
1/1/2021 0:24,45
1/1/2021 0:24,63
1/1/2021 0:24,1
1/1/2021 0:24,53
1/1/2021 0:24,64
1/1/2021 0:24,50
1/1/2021 0:24,52
1/1/2021 0:24,35
1/1/2021 0:24,39
1/1/2021 0:24,10
1/1/2021 0:24,35
1/1/2021 0:25,58
1/1/2021 0:25,38
1/1/2021 0:25,53
1/1/2021 0:25,23
1/1/2021 0:25,21
1/1/2021 0:25,68
1/1/2021 0:25,19
1/1/2021 0:25,82
1/1/2021 0:25,61
1/1/2021 0:25,72
1/1/2021 0:25,25
1/1/2021 0:25,65
1/1/2021 0:25,72
1/1/2021 0:25,72
1/1/2021 0:25,39
1/1/2021 0:25,41
1/1/2021 0:25,38
1/1/2021 0:25,43
1/1/2021 0:25,93
1/1/2021 0:25,60
1/1/2021 0:25,16
1/1/2021 0:25,46
1/1/2021 0:25,61
1/1/2021 0:25,79
1/1/2021 0:25,7
1/1/2021 0:25,20
1/1/2021 0:25,80
1/1/2021 0:25,86
1/1/2021 0:26,24
1/1/2021 0:26,81
1/1/2021 0:26,11
1/1/2021 0:26,14
1/1/2021 0:26,25
1/1/2021 0:26,46
1/1/2021 0:26,31
1/1/2021 0:26,9
1/1/2021 0:26,70
1/1/2021 0:26,16
1/1/2021 0:26,22
1/1/2021 0:26,84
1/1/2021 0:26,6
1/1/2021 0:26,6
1/1/2021 0:26,8
1/1/2021 0:26,86
1/1/2021 0:26,81
1/1/2021 0:26,93
1/1/2021 0:26,98
1/1/2021 0:26,58
1/1/2021 0:26,13
1/1/2021 0:26,30
1/1/2021 0:26,59
1/1/2021 0:26,44
1/1/2021 0:26,97
1/1/2021 0:26,36
1/1/2021 0:26,39
1/1/2021 0:26,85
1/1/2021 0:26,12
1/1/2021 0:27,15
1/1/2021 0:27,65
1/1/2021 0:27,54
1/1/2021 0:27,98
1/1/2021 0:27,33
1/1/2021 0:27,17
1/1/2021 0:27,31
1/1/2021 0:27,95
1/1/2021 0:27,61
1/1/2021 0:27,92
1/1/2021 0:27,61
1/1/2021 0:27,56
1/1/2021 0:27,9
1/1/2021 0:27,83
1/1/2021 0:27,44
1/1/2021 0:27,13
1/1/2021 0:27,29
1/1/2021 0:27,47
1/1/2021 0:27,78
1/1/2021 0:27,14
1/1/2021 0:27,48
1/1/2021 0:27,87
1/1/2021 0:27,11
1/1/2021 0:27,58
1/1/2021 0:27,69
1/1/2021 0:27,62
1/1/2021 0:27,45
1/1/2021 0:28,87
1/1/2021 0:28,10
1/1/2021 0:28,61
1/1/2021 0:28,97
1/1/2021 0:28,24
1/1/2021 0:28,51
1/1/2021 0:28,58
1/1/2021 0:28,92
1/1/2021 0:28,97
1/1/2021 0:28,56
1/1/2021 0:28,89
1/1/2021 0:28,40
1/1/2021 0:28,4
1/1/2021 0:28,53
1/1/2021 0:28,48
1/1/2021 0:28,98
1/1/2021 0:28,19
1/1/2021 0:28,81
1/1/2021 0:28,61
1/1/2021 0:28,2
1/1/2021 0:28,98
1/1/2021 0:28,12
1/1/2021 0:28,10
1/1/2021 0:28,28
1/1/2021 0:28,24
1/1/2021 0:28,97
1/1/2021 0:28,75
1/1/2021 0:28,8
1/1/2021 0:28,78
1/1/2021 0:29,24
1/1/2021 0:29,10
1/1/2021 0:29,58
1/1/2021 0:29,78
1/1/2021 0:29,37
1/1/2021 0:29,71
1/1/2021 0:29,47
1/1/2021 0:29,89
1/1/2021 0:29,76
1/1/2021 0:29,80
1/1/2021 0:29,39
1/1/2021 0:29,44
1/1/2021 0:29,95
1/1/2021 0:29,57
1/1/2021 0:29,55
1/1/2021 0:29,39
1/1/2021 0:29,90
1/1/2021 0:29,76
1/1/2021 0:29,5
1/1/2021 0:29,58
1/1/2021 0:29,47
1/1/2021 0:29,12
1/1/2021 0:29,88
1/1/2021 0:29,52
1/1/2021 0:29,41
1/1/2021 0:29,99
1/1/2021 0:29,26
1/1/2021 0:29,37
1/1/2021 0:29,6
1/1/2021 0:30,57
1/1/2021 0:30,41
1/1/2021 0:30,9
1/1/2021 0:30,52
1/1/2021 0:30,29
1/1/2021 0:30,30
1/1/2021 0:30,81
1/1/2021 0:30,99
1/1/2021 0:30,76
1/1/2021 0:30,11
1/1/2021 0:30,38
1/1/2021 0:30,65
1/1/2021 0:30,95
1/1/2021 0:30,45
1/1/2021 0:30,16
1/1/2021 0:30,97
1/1/2021 0:30,59
1/1/2021 0:30,87
1/1/2021 0:30,34
1/1/2021 0:30,95
1/1/2021 0:30,59
1/1/2021 0:30,78
1/1/2021 0:30,93
1/1/2021 0:30,67
1/1/2021 0:30,95
1/1/2021 0:30,67
1/1/2021 0:30,90
1/1/2021 0:30,63
1/1/2021 0:30,16
1/1/2021 0:30,21
1/1/2021 0:30,16
1/1/2021 0:30,64
1/1/2021 0:30,21
1/1/2021 0:31,13
1/1/2021 0:31,63
1/1/2021 0:31,28
1/1/2021 0:31,51
1/1/2021 0:31,75
1/1/2021 0:31,28
1/1/2021 0:31,5
1/1/2021 0:31,78
1/1/2021 0:31,50
1/1/2021 0:31,74
1/1/2021 0:31,97
1/1/2021 0:31,3
1/1/2021 0:31,38
1/1/2021 0:31,31
1/1/2021 0:31,46
1/1/2021 0:31,77
1/1/2021 0:31,83
1/1/2021 0:31,20
1/1/2021 0:31,46
1/1/2021 0:31,58
1/1/2021 0:31,83
1/1/2021 0:31,18
1/1/2021 0:32,14
1/1/2021 0:32,34
1/1/2021 0:32,24
1/1/2021 0:32,11
1/1/2021 0:32,17
1/1/2021 0:32,26
1/1/2021 0:32,88
1/1/2021 0:32,92
1/1/2021 0:32,52
1/1/2021 0:32,26
1/1/2021 0:32,45
1/1/2021 0:32,2
1/1/2021 0:32,52
1/1/2021 0:32,59
1/1/2021 0:32,2
1/1/2021 0:32,19
1/1/2021 0:32,45
1/1/2021 0:32,24
1/1/2021 0:32,93
1/1/2021 0:32,99
1/1/2021 0:32,8
1/1/2021 0:32,37
1/1/2021 0:32,47
1/1/2021 0:32,62
1/1/2021 0:32,1
1/1/2021 0:32,87
1/1/2021 0:32,71
1/1/2021 0:32,10
1/1/2021 0:32,63
1/1/2021 0:32,76
1/1/2021 0:32,80
1/1/2021 0:33,63
1/1/2021 0:33,94
1/1/2021 0:33,88
1/1/2021 0:33,32
1/1/2021 0:33,7
1/1/2021 0:33,10
1/1/2021 0:33,87
1/1/2021 0:33,40
1/1/2021 0:33,75
1/1/2021 0:33,79
1/1/2021 0:33,53
1/1/2021 0:33,91
1/1/2021 0:33,19
1/1/2021 0:33,32
1/1/2021 0:33,73
1/1/2021 0:33,76
1/1/2021 0:33,21
1/1/2021 0:33,97
1/1/2021 0:33,43
1/1/2021 0:33,48
1/1/2021 0:33,74
1/1/2021 0:33,60
1/1/2021 0:33,5
1/1/2021 0:33,94
1/1/2021 0:34,40
1/1/2021 0:34,49
1/1/2021 0:34,61
1/1/2021 0:34,83
1/1/2021 0:34,83
1/1/2021 0:34,5
1/1/2021 0:34,57
1/1/2021 0:34,2
1/1/2021 0:34,40
1/1/2021 0:34,59
1/1/2021 0:34,13
1/1/2021 0:34,74
1/1/2021 0:34,86
1/1/2021 0:34,12
1/1/2021 0:34,44
1/1/2021 0:34,99
1/1/2021 0:34,44
1/1/2021 0:34,54
1/1/2021 0:34,81
1/1/2021 0:34,17
1/1/2021 0:34,82
1/1/2021 0:34,36
1/1/2021 0:34,95
1/1/2021 0:34,55
1/1/2021 0:34,58
1/1/2021 0:34,73
1/1/2021 0:34,60
1/1/2021 0:34,92
1/1/2021 0:34,62
1/1/2021 0:34,78
1/1/2021 0:35,75
1/1/2021 0:35,48
1/1/2021 0:35,84
1/1/2021 0:35,60
1/1/2021 0:35,36
1/1/2021 0:35,3
1/1/2021 0:35,91
1/1/2021 0:35,19
1/1/2021 0:35,59
1/1/2021 0:35,23
1/1/2021 0:35,49
1/1/2021 0:35,48
1/1/2021 0:35,97
1/1/2021 0:35,33
1/1/2021 0:35,35
1/1/2021 0:35,2
1/1/2021 0:35,17
1/1/2021 0:35,20
1/1/2021 0:35,14
1/1/2021 0:35,98
1/1/2021 0:35,25
1/1/2021 0:35,99
1/1/2021 0:35,86
1/1/2021 0:35,43
1/1/2021 0:35,13
1/1/2021 0:35,1
1/1/2021 0:35,68
1/1/2021 0:35,37
1/1/2021 0:35,40
1/1/2021 0:35,88
1/1/2021 0:35,83
1/1/2021 0:35,1
1/1/2021 0:36,88
1/1/2021 0:36,65
1/1/2021 0:36,4
1/1/2021 0:36,64
